id,name,season,gamesPlayed,gamesStarted,hits,era,whip,shutouts,walksPer9Inn,homeRunsPer9
594798,Jacob deGrom,2015,30,30,149,2.54,0.98,0,1.79,0.75
594798,Jacob deGrom,2016,24,24,142,3.04,1.20,1,2.19,0.91
594798,Jacob deGrom,2017,31,31,180,3.53,1.19,0,2.64,1.25
594798,Jacob deGrom,2018,32,32,152,1.70,0.91,0,1.91,0.41
594798,Jacob deGrom,2019,32,32,154,2.43,0.97,0,1.94,0.84
594798,Jacob deGrom,2020,12,12,47,2.38,0.96,0,2.38,0.93
594798,Jacob deGrom,2021,15,15,40,1.08,0.55,1,1.08,0.59
594798,Jacob deGrom,2022,11,11,40,3.08,0.75,0,1.12,1.26
594798,Jacob deGrom,2023,6,6,19,2.67,0.76,0,1.19,0.59
594798,Jacob deGrom,2024,3,3,11,1.69,1.13,0,0.84,0.84
594798,Jacob deGrom,2025,30,30,122,2.97,0.92,0,1.93,1.36
594798,Jacob deGrom,2026,4,4,15,2.29,1.07,0,2.75,1.37
641743,Anthony Kay,2019,3,2,15,5.79,1.43,0,3.21,0.00
641743,Anthony Kay,2020,13,0,22,5.14,1.71,0,6.00,1.29
641743,Anthony Kay,2021,11,5,38,5.61,1.66,0,4.81,1.87
641743,Anthony Kay,2022,1,0,2,4.50,1.50,0,4.50,0.00
641743,Anthony Kay,2023,13,0,12,6.35,1.76,0,6.35,0.79
641743,Anthony Kay,2023,3,0,1,5.40,0.60,0,2.70,2.70
641743,Anthony Kay,2023,16,0,13,6.14,1.50,0,5.52,1.23
641743,Anthony Kay,2026,5,3,21,5.57,1.57,0,5.14,1.71
641835,Tim Mayza,2017,19,0,24,6.88,1.65,0,2.12,1.59
641835,Tim Mayza,2018,37,0,33,3.28,1.32,0,3.53,0.76
641835,Tim Mayza,2019,68,0,45,4.91,1.40,0,4.73,1.40
641835,Tim Mayza,2021,61,0,40,3.40,0.98,0,2.04,0.85
641835,Tim Mayza,2022,63,0,42,3.14,1.11,0,2.22,1.29
641835,Tim Mayza,2023,69,0,50,1.52,1.22,0,2.53,0.34
641835,Tim Mayza,2024,35,0,36,8.03,1.95,0,4.38,1.09
641835,Tim Mayza,2024,15,0,18,4.00,1.17,0,1.50,1.00
641835,Tim Mayza,2024,50,0,54,6.33,1.62,0,3.16,1.05
641835,Tim Mayza,2025,7,0,9,2.89,1.07,0,0.96,0.96
641835,Tim Mayza,2025,8,0,8,4.91,1.64,0,4.91,1.23
641835,Tim Mayza,2025,15,0,17,3.78,1.32,0,2.70,1.08
641835,Tim Mayza,2026,11,0,8,4.85,1.00,0,3.46,1.38
663992,Richard Lovelady,2019,25,0,30,7.65,1.90,0,3.60,0.90
663992,Richard Lovelady,2020,1,0,1,9.00,2.00,0,9.00,9.00
663992,Richard Lovelady,2021,20,0,16,3.48,1.06,0,2.61,1.31
663992,Richard Lovelady,2023,27,0,15,4.63,1.07,0,3.86,1.16
663992,Richard Lovelady,2024,7,0,9,7.94,1.94,0,3.18,1.59
663992,Richard Lovelady,2024,28,0,25,3.77,1.19,0,2.83,0.63
663992,Richard Lovelady,2024,35,0,34,4.46,1.31,0,2.88,0.79
663992,Richard Lovelady,2025,2,0,2,21.60,2.40,0,10.80,0.00
663992,Richard Lovelady,2025,8,0,10,6.30,1.40,0,3.60,2.70
663992,Richard Lovelady,2025,10,0,12,8.49,1.54,0,4.63,2.31
663992,Richard Lovelady,2026,6,0,8,3.68,1.64,0,4.91,1.23
663992,Richard Lovelady,2026,3,0,3,2.25,1.50,0,6.75,0.00
663992,Richard Lovelady,2026,9,0,11,3.18,1.59,0,5.56,0.79
596133,Luke Weaver,2016,9,8,46,5.70,1.60,0,2.97,1.73
596133,Luke Weaver,2017,13,10,59,3.88,1.26,0,2.54,1.04
596133,Luke Weaver,2018,30,25,150,4.95,1.50,0,3.56,1.25
596133,Luke Weaver,2019,12,12,55,2.94,1.07,0,1.96,0.84
596133,Luke Weaver,2020,12,12,63,6.58,1.56,0,3.12,1.73
596133,Luke Weaver,2021,13,13,58,4.25,1.19,0,2.74,1.51
596133,Luke Weaver,2022,12,1,24,7.71,1.78,0,2.76,0.55
596133,Luke Weaver,2022,14,0,28,5.59,1.86,0,3.72,0.00
596133,Luke Weaver,2022,26,1,52,6.56,1.82,0,3.28,0.25
596133,Luke Weaver,2023,21,21,125,6.87,1.64,0,3.15,2.23
596133,Luke Weaver,2023,5,1,16,6.08,1.43,0,2.03,1.35
596133,Luke Weaver,2023,3,3,14,3.38,1.28,0,2.03,2.02
596133,Luke Weaver,2023,29,25,155,6.40,1.58,0,2.91,2.11
596133,Luke Weaver,2024,62,0,52,2.89,0.93,0,2.79,1.07
596133,Luke Weaver,2025,64,0,46,3.62,1.02,0,2.78,1.39
596133,Luke Weaver,2026,10,0,7,5.40,1.10,0,3.60,0.90
640455,Sean Manaea,2016,25,24,135,3.86,1.19,0,2.30,1.24
640455,Sean Manaea,2017,29,29,167,4.37,1.40,0,3.12,1.02
640455,Sean Manaea,2018,27,27,141,3.59,1.08,1,1.79,1.18
640455,Sean Manaea,2019,5,5,16,1.21,0.78,0,2.12,0.91
640455,Sean Manaea,2020,11,11,57,4.50,1.20,0,1.33,1.17
640455,Sean Manaea,2021,32,32,179,3.91,1.23,2,2.06,1.25
640455,Sean Manaea,2022,30,28,155,4.96,1.30,0,2.85,1.65
640455,Sean Manaea,2023,37,10,104,4.44,1.24,0,3.21,1.07
640455,Sean Manaea,2024,32,32,134,3.47,1.08,0,3.12,1.04
640455,Sean Manaea,2025,15,12,62,5.64,1.22,0,1.78,1.93
640455,Sean Manaea,2026,5,0,16,4.50,1.44,0,3.94,1.13
657044,Ryan Thompson,2020,25,1,29,4.44,1.41,0,2.73,1.37
657044,Ryan Thompson,2021,36,0,26,2.38,1.03,0,2.38,0.79
657044,Ryan Thompson,2022,47,0,39,3.80,1.17,0,2.32,0.84
657044,Ryan Thompson,2023,18,0,14,6.11,1.19,0,3.57,1.02
657044,Ryan Thompson,2023,13,0,6,0.69,0.54,0,0.69,0.69
657044,Ryan Thompson,2023,31,0,20,3.82,0.91,0,2.35,0.88
657044,Ryan Thompson,2024,67,0,64,3.26,1.19,0,2.04,0.68
657044,Ryan Thompson,2025,48,0,42,3.92,1.33,0,2.83,0.87
657044,Ryan Thompson,2026,14,0,6,4.66,1.14,0,4.66,1.86
527048,Martín Pérez,2012,12,6,47,5.45,1.63,0,3.55,0.71
527048,Martín Pérez,2013,20,20,129,3.62,1.34,0,2.68,1.09
527048,Martín Pérez,2014,8,8,50,4.38,1.34,2,3.33,0.53
527048,Martín Pérez,2015,14,14,88,4.46,1.42,0,2.75,0.34
527048,Martín Pérez,2016,33,33,205,4.39,1.41,0,3.44,0.82
527048,Martín Pérez,2017,32,32,221,4.82,1.54,0,3.06,1.12
527048,Martín Pérez,2018,22,15,116,6.22,1.78,0,3.80,1.69
527048,Martín Pérez,2019,32,29,184,5.12,1.52,0,3.65,1.25
527048,Martín Pérez,2020,12,12,55,4.50,1.34,0,4.06,1.16
527048,Martín Pérez,2021,36,22,136,4.74,1.51,0,2.84,1.50
527048,Martín Pérez,2022,32,32,178,2.89,1.26,1,3.16,0.50
527048,Martín Pérez,2023,35,20,150,4.45,1.40,0,3.11,1.33
527048,Martín Pérez,2024,16,16,105,5.20,1.65,0,3.47,1.41
527048,Martín Pérez,2024,10,10,46,3.46,1.21,0,2.94,1.56
527048,Martín Pérez,2024,26,26,151,4.53,1.48,0,3.27,1.47
527048,Martín Pérez,2025,11,10,40,3.54,1.11,0,3.54,0.96
527048,Martín Pérez,2026,5,3,16,2.70,0.94,0,2.31,1.16
683004,Jack Leiter,2024,9,6,44,8.83,1.71,0,4.29,1.77
683004,Jack Leiter,2025,29,29,127,3.86,1.28,0,3.98,1.07
683004,Jack Leiter,2026,5,5,26,4.97,1.46,0,3.91,1.07
650911,Cristopher Sánchez,2021,7,1,16,4.97,1.82,0,4.97,0.71
650911,Cristopher Sánchez,2022,15,3,38,5.63,1.38,0,3.83,1.13
650911,Cristopher Sánchez,2023,19,18,88,3.44,1.05,0,1.45,1.45
650911,Cristopher Sánchez,2024,31,31,182,3.32,1.24,1,2.18,0.54
650911,Cristopher Sánchez,2025,32,32,171,2.50,1.06,0,1.96,0.53
650911,Cristopher Sánchez,2026,6,6,44,2.94,1.60,0,2.67,0.80
673929,Jordan Leasure,2024,33,0,32,6.32,1.60,0,5.17,1.72
673929,Jordan Leasure,2025,68,1,49,3.92,1.23,0,4.20,1.68
673929,Jordan Leasure,2026,11,1,8,4.63,1.11,0,3.86,2.31
656222,Jalen Beeks,2018,2,1,11,12.79,2.37,0,5.68,1.42
656222,Jalen Beeks,2018,12,0,41,4.47,1.38,0,4.06,1.02
656222,Jalen Beeks,2018,14,1,52,5.51,1.50,0,4.26,1.07
656222,Jalen Beeks,2019,33,3,115,4.31,1.49,0,3.45,1.04
656222,Jalen Beeks,2020,12,0,21,3.26,1.29,0,1.86,0.47
656222,Jalen Beeks,2022,42,7,49,2.80,1.16,0,3.25,1.03
656222,Jalen Beeks,2023,30,8,42,5.95,1.49,0,4.46,0.85
656222,Jalen Beeks,2024,45,0,49,4.74,1.36,0,3.28,1.09
656222,Jalen Beeks,2024,26,0,28,3.92,1.79,0,3.92,0.00
656222,Jalen Beeks,2024,71,0,77,4.50,1.49,0,3.47,0.77
656222,Jalen Beeks,2025,61,2,42,3.77,1.08,0,3.14,0.94
656222,Jalen Beeks,2026,11,0,9,1.80,1.20,0,2.70,0.90
657097,Jacob Webb,2019,36,0,24,1.39,1.11,0,3.34,1.11
657097,Jacob Webb,2020,8,0,7,0.00,1.20,0,4.50,0.00
657097,Jacob Webb,2021,34,0,38,4.19,1.51,0,3.67,1.05
657097,Jacob Webb,2023,29,0,23,3.98,1.36,0,5.68,1.71
657097,Jacob Webb,2023,25,0,16,3.27,1.18,0,4.09,0.00
657097,Jacob Webb,2023,54,0,39,3.69,1.29,0,5.03,1.01
657097,Jacob Webb,2024,60,0,40,3.02,1.18,0,4.29,0.64
657097,Jacob Webb,2025,55,0,49,3.00,1.03,0,2.59,1.36
657097,Jacob Webb,2026,12,0,15,4.66,2.17,0,5.59,1.86
670990,Yohan Ramírez,2020,16,0,9,2.61,1.40,0,8.71,1.31
670990,Yohan Ramírez,2021,25,0,18,3.90,1.08,0,3.90,1.95
670990,Yohan Ramírez,2022,7,0,7,7.56,1.56,0,6.48,3.24
670990,Yohan Ramírez,2022,1,0,3,4.50,2.00,0,4.50,0.00
670990,Yohan Ramírez,2022,22,0,22,3.67,1.30,0,4.33,0.33
670990,Yohan Ramírez,2022,30,0,32,4.58,1.39,0,4.82,0.96
670990,Yohan Ramírez,2023,26,0,34,3.67,1.40,0,3.67,0.79
670990,Yohan Ramírez,2023,5,0,5,9.00,2.00,0,6.75,0.00
670990,Yohan Ramírez,2023,31,0,39,4.23,1.46,0,3.99,0.70
670990,Yohan Ramírez,2024,5,0,3,6.00,0.83,0,3.00,0.00
670990,Yohan Ramírez,2024,5,0,11,7.56,1.80,0,4.32,1.08
670990,Yohan Ramírez,2024,27,0,32,5.52,1.47,0,3.38,0.92
670990,Yohan Ramírez,2024,1,0,3,13.50,2.25,0,0.00,0.00
670990,Yohan Ramírez,2024,38,0,49,6.20,1.47,0,3.40,0.80
670990,Yohan Ramírez,2025,24,0,33,5.40,1.47,0,4.32,1.08
670990,Yohan Ramírez,2026,10,0,10,2.30,1.21,0,5.17,0.57
676254,Ryan Walker,2023,49,13,61,3.23,1.39,0,3.52,1.17
676254,Ryan Walker,2024,76,1,50,1.91,0.85,0,2.03,0.56
676254,Ryan Walker,2025,68,0,60,4.11,1.27,0,2.64,0.59
676254,Ryan Walker,2026,11,0,9,3.27,1.36,0,4.91,0.82
641816,Tyler Mahle,2017,4,4,19,2.70,1.50,0,4.95,0.00
641816,Tyler Mahle,2018,23,23,125,4.98,1.59,0,4.26,1.77
641816,Tyler Mahle,2019,25,25,136,5.14,1.31,0,2.36,1.74
641816,Tyler Mahle,2020,10,9,34,3.59,1.15,0,3.97,1.13
641816,Tyler Mahle,2021,33,33,158,3.75,1.23,0,3.20,1.20
641816,Tyler Mahle,2022,19,19,91,4.40,1.25,0,3.36,1.04
641816,Tyler Mahle,2022,4,4,13,4.41,1.04,0,2.20,2.20
641816,Tyler Mahle,2022,23,23,104,4.40,1.22,0,3.21,1.19
641816,Tyler Mahle,2023,5,5,22,3.16,1.05,0,1.75,1.75
641816,Tyler Mahle,2024,3,3,14,4.97,1.42,0,2.84,0.71
641816,Tyler Mahle,2025,16,16,69,2.18,1.13,0,3.01,0.52
641816,Tyler Mahle,2026,5,5,27,5.26,1.60,0,4.91,2.10
669194,Ryne Nelson,2022,3,3,9,1.47,0.82,0,2.95,0.98
669194,Ryne Nelson,2023,29,27,159,5.31,1.42,0,2.88,1.50
669194,Ryne Nelson,2024,28,25,155,4.24,1.25,0,2.03,1.02
669194,Ryne Nelson,2025,33,23,124,3.39,1.07,0,2.40,0.99
669194,Ryne Nelson,2026,5,5,21,6.97,1.45,0,3.92,1.74
642207,Devin Williams,2019,13,0,18,3.95,1.76,0,3.95,1.32
642207,Devin Williams,2020,22,0,8,0.33,0.63,0,3.00,0.33
642207,Devin Williams,2021,58,0,36,2.50,1.19,0,4.67,0.83
642207,Devin Williams,2022,65,0,31,1.93,1.01,0,4.45,0.30
642207,Devin Williams,2023,61,0,26,1.53,0.92,0,4.30,0.61
642207,Devin Williams,2024,22,0,10,1.25,0.97,0,4.57,0.42
642207,Devin Williams,2025,67,0,45,4.79,1.13,0,3.63,0.73
642207,Devin Williams,2026,8,0,11,9.95,2.68,0,8.53,1.42
607481,Aaron Bummer,2017,30,0,13,4.50,1.27,0,6.14,1.64
607481,Aaron Bummer,2018,37,0,40,4.26,1.58,0,2.84,0.28
607481,Aaron Bummer,2019,58,0,43,2.13,0.99,0,3.19,0.53
607481,Aaron Bummer,2020,9,0,5,0.96,1.07,0,4.82,0.00
607481,Aaron Bummer,2021,62,0,42,3.51,1.26,0,4.63,0.48
607481,Aaron Bummer,2022,32,0,30,2.36,1.50,0,3.38,0.67
607481,Aaron Bummer,2023,61,0,53,6.79,1.53,0,5.55,0.62
607481,Aaron Bummer,2024,56,0,61,3.58,1.43,0,2.93,0.33
607481,Aaron Bummer,2025,42,2,51,3.81,1.25,0,2.82,0.50
607481,Aaron Bummer,2026,10,0,6,4.05,1.35,0,4.05,1.35
608566,Germán Márquez,2016,6,3,28,5.23,1.65,0,2.61,0.87
608566,Germán Márquez,2017,29,29,174,4.39,1.38,0,2.72,1.39
608566,Germán Márquez,2018,33,33,179,3.77,1.20,0,2.62,1.10
608566,Germán Márquez,2019,28,28,174,4.76,1.20,1,1.81,1.50
608566,Germán Márquez,2020,13,13,78,3.75,1.26,0,2.76,0.66
608566,Germán Márquez,2021,32,32,165,4.40,1.27,1,3.20,1.05
608566,Germán Márquez,2022,31,31,185,4.95,1.37,0,3.12,1.49
608566,Germán Márquez,2023,4,4,19,4.95,1.10,0,1.35,1.80
608566,Germán Márquez,2024,1,1,5,6.75,2.25,0,9.00,2.25
608566,Germán Márquez,2025,26,26,168,6.70,1.71,0,3.42,1.64
608566,Germán Márquez,2026,4,4,20,3.86,1.39,0,2.89,2.41
623437,Justin Topa,2020,6,0,7,2.35,0.91,0,0.00,1.17
623437,Justin Topa,2021,4,0,12,29.70,3.90,0,2.70,5.40
623437,Justin Topa,2022,7,0,9,4.91,1.77,0,4.91,0.00
623437,Justin Topa,2023,75,0,61,2.61,1.14,0,2.35,0.52
623437,Justin Topa,2024,3,0,1,0.00,0.43,0,0.00,0.00
623437,Justin Topa,2025,54,1,68,3.90,1.43,0,2.70,0.30
623437,Justin Topa,2026,15,0,13,3.86,1.54,0,3.86,0.77
605400,Aaron Nola,2015,13,13,74,3.59,1.20,0,2.20,1.27
605400,Aaron Nola,2016,20,20,116,4.78,1.31,0,2.35,0.81
605400,Aaron Nola,2017,27,27,154,3.54,1.21,0,2.63,0.96
605400,Aaron Nola,2018,33,33,149,2.37,0.97,0,2.46,0.72
605400,Aaron Nola,2019,34,34,176,3.87,1.27,0,3.56,1.20
605400,Aaron Nola,2020,12,12,54,3.28,1.08,1,2.90,1.14
605400,Aaron Nola,2021,32,32,165,4.63,1.13,1,1.94,1.30
605400,Aaron Nola,2022,32,32,168,3.25,0.96,1,1.27,0.83
605400,Aaron Nola,2023,32,32,178,4.46,1.15,0,2.09,1.49
605400,Aaron Nola,2024,33,33,189,3.57,1.20,1,2.26,1.35
605400,Aaron Nola,2025,17,17,99,6.01,1.35,0,2.67,1.72
605400,Aaron Nola,2026,5,5,29,5.06,1.46,0,3.38,1.35
596001,Jakob Junis,2017,20,16,101,4.30,1.28,0,2.29,1.37
596001,Jakob Junis,2018,30,30,182,4.37,1.27,0,2.19,1.63
596001,Jakob Junis,2019,31,31,192,5.24,1.43,0,2.98,1.59
596001,Jakob Junis,2020,8,6,35,6.39,1.62,0,2.13,2.49
596001,Jakob Junis,2021,16,6,43,5.26,1.40,0,2.75,1.60
596001,Jakob Junis,2022,23,17,120,4.42,1.29,0,2.01,1.04
596001,Jakob Junis,2023,40,4,90,3.87,1.29,0,2.20,1.26
596001,Jakob Junis,2024,10,1,20,2.42,0.96,0,1.73,1.38
596001,Jakob Junis,2024,14,5,29,2.85,0.78,0,0.66,0.88
596001,Jakob Junis,2024,24,6,49,2.69,0.85,0,1.07,1.07
596001,Jakob Junis,2025,57,0,64,2.97,1.23,0,2.43,0.67
596001,Jakob Junis,2026,10,0,6,2.38,0.88,0,3.18,0.00
621366,Ryan Borucki,2018,17,17,96,3.87,1.32,0,3.04,0.65
621366,Ryan Borucki,2019,2,2,15,10.80,3.15,0,8.10,2.70
621366,Ryan Borucki,2020,21,0,12,2.70,1.44,0,6.48,0.54
621366,Ryan Borucki,2021,24,0,18,4.94,1.23,0,4.18,1.90
621366,Ryan Borucki,2022,11,0,7,9.95,1.89,0,7.11,2.84
621366,Ryan Borucki,2022,21,0,17,4.26,1.21,0,2.84,1.89
621366,Ryan Borucki,2022,32,0,24,5.68,1.38,0,3.91,2.13
621366,Ryan Borucki,2023,38,2,26,2.45,0.74,0,0.89,0.89
621366,Ryan Borucki,2024,14,0,14,7.36,1.64,0,3.27,1.64
621366,Ryan Borucki,2025,35,0,26,5.28,1.24,0,3.52,1.17
621366,Ryan Borucki,2025,4,0,3,0.00,1.62,0,8.31,0.00
621366,Ryan Borucki,2025,39,0,29,4.63,1.29,0,4.11,1.03
621366,Ryan Borucki,2026,9,0,10,5.87,1.57,0,2.35,2.35
663765,Jake Woodford,2020,12,1,20,5.57,1.19,0,2.14,3.00
663765,Jake Woodford,2021,26,8,66,3.99,1.34,0,3.33,0.93
663765,Jake Woodford,2022,27,1,43,2.23,1.12,0,2.05,0.19
663765,Jake Woodford,2023,15,8,61,6.23,1.74,0,4.15,2.08
663765,Jake Woodford,2024,2,2,15,10.80,2.40,0,5.40,2.16
663765,Jake Woodford,2024,7,5,33,7.09,1.39,0,1.35,1.35
663765,Jake Woodford,2024,9,7,48,7.97,1.63,0,2.31,1.54
663765,Jake Woodford,2025,22,0,45,6.44,1.60,0,3.22,0.74
663765,Jake Woodford,2026,7,0,17,5.91,1.78,0,1.69,0.84
656945,Tanner Scott,2017,2,0,2,10.80,2.40,0,10.80,0.00
656945,Tanner Scott,2018,53,0,55,5.40,1.56,0,4.73,1.01
656945,Tanner Scott,2019,28,0,28,4.78,1.78,0,6.49,1.37
656945,Tanner Scott,2020,25,0,12,1.31,1.06,0,4.35,0.44
656945,Tanner Scott,2021,62,0,48,5.17,1.57,0,6.17,1.00
656945,Tanner Scott,2022,67,0,55,4.31,1.61,0,6.61,0.72
656945,Tanner Scott,2023,74,0,53,2.31,0.99,0,2.77,0.35
656945,Tanner Scott,2024,44,0,19,1.18,1.01,0,5.32,0.39
656945,Tanner Scott,2024,28,0,26,2.73,1.33,0,3.08,0.34
656945,Tanner Scott,2024,72,0,45,1.75,1.13,0,4.50,0.38
656945,Tanner Scott,2025,61,0,54,4.74,1.26,0,2.84,1.74
656945,Tanner Scott,2026,11,0,5,0.93,0.62,0,0.93,0.93
622554,Seranthony Domínguez,2018,53,0,32,2.95,0.93,0,3.41,0.62
622554,Seranthony Domínguez,2019,27,0,24,4.01,1.46,0,4.38,1.09
622554,Seranthony Domínguez,2021,1,0,0,0.00,0.00,0,0.00,0.00
622554,Seranthony Domínguez,2022,54,0,36,3.00,1.14,0,3.88,0.71
622554,Seranthony Domínguez,2023,57,0,48,3.78,1.40,0,3.96,1.26
622554,Seranthony Domínguez,2024,38,0,32,4.75,1.22,0,3.00,1.50
622554,Seranthony Domínguez,2024,25,0,20,3.97,1.28,0,3.57,2.38
622554,Seranthony Domínguez,2024,63,0,52,4.45,1.24,0,3.22,1.84
622554,Seranthony Domínguez,2025,43,0,32,3.24,1.34,0,5.18,0.86
622554,Seranthony Domínguez,2025,24,0,12,3.00,1.14,0,5.14,0.43
622554,Seranthony Domínguez,2025,67,0,44,3.16,1.28,0,5.17,0.72
622554,Seranthony Domínguez,2026,9,0,6,5.63,1.75,0,9.00,2.25
683409,Angel Chivilli,2024,30,0,31,4.55,1.29,0,2.84,1.99
683409,Angel Chivilli,2025,43,0,76,7.06,1.69,0,3.53,1.99
683409,Angel Chivilli,2026,2,0,2,3.86,2.14,0,11.57,3.86
625643,Reynaldo López,2016,11,6,47,4.91,1.57,0,4.50,0.82
625643,Reynaldo López,2017,8,8,49,4.72,1.32,0,2.64,1.32
625643,Reynaldo López,2018,32,32,165,3.91,1.27,0,3.58,1.19
625643,Reynaldo López,2019,33,33,203,5.38,1.46,0,3.18,1.71
625643,Reynaldo López,2020,8,8,28,6.49,1.63,0,5.13,3.08
625643,Reynaldo López,2021,20,9,42,3.43,0.95,0,2.03,1.56
625643,Reynaldo López,2022,61,1,51,2.76,0.95,0,1.52,0.14
625643,Reynaldo López,2023,43,0,33,4.29,1.31,0,4.71,1.50
625643,Reynaldo López,2023,13,0,12,2.77,1.54,0,5.54,0.69
625643,Reynaldo López,2023,12,0,5,0.00,0.82,0,3.27,0.00
625643,Reynaldo López,2023,68,0,50,3.27,1.27,0,4.64,1.09
625643,Reynaldo López,2024,26,25,108,1.99,1.11,0,2.79,0.66
625643,Reynaldo López,2025,1,1,9,5.40,2.20,0,3.60,1.80
625643,Reynaldo López,2026,5,5,20,3.74,1.43,0,4.57,1.66
688642,Zach Agnos,2025,30,0,31,6.61,1.53,0,4.88,1.44
688642,Zach Agnos,2026,8,0,19,5.87,1.70,0,4.11,0.59
606303,Joel Payamps,2019,2,0,4,4.50,1.75,0,6.75,0.00
606303,Joel Payamps,2020,2,0,2,3.00,1.67,0,9.00,0.00
606303,Joel Payamps,2021,22,0,21,2.70,1.07,0,3.30,0.90
606303,Joel Payamps,2021,15,1,23,4.43,1.28,0,1.33,1.33
606303,Joel Payamps,2021,37,1,44,3.40,1.15,0,2.50,1.07
606303,Joel Payamps,2022,29,0,46,3.16,1.45,0,3.38,1.05
606303,Joel Payamps,2022,12,0,14,3.46,1.08,0,0.00,1.38
606303,Joel Payamps,2022,41,0,60,3.23,1.37,0,2.59,1.13
606303,Joel Payamps,2023,69,0,57,2.55,1.05,0,2.17,1.02
606303,Joel Payamps,2024,68,0,39,3.05,0.97,0,2.75,1.07
606303,Joel Payamps,2025,28,0,29,7.23,1.61,0,3.42,1.14
606303,Joel Payamps,2025,2,0,2,3.38,0.75,0,0.00,3.38
606303,Joel Payamps,2025,30,0,31,6.84,1.52,0,3.08,1.37
606303,Joel Payamps,2026,9,0,6,8.44,1.69,0,5.06,3.38
624133,Ranger Suarez,2018,4,3,21,5.40,1.80,0,3.60,1.80
624133,Ranger Suarez,2019,37,0,52,3.14,1.32,0,2.22,1.11
624133,Ranger Suarez,2020,3,0,10,20.25,3.50,0,9.00,2.25
624133,Ranger Suarez,2021,39,12,73,1.36,1.00,1,2.80,0.34
624133,Ranger Suarez,2022,29,29,149,3.65,1.33,0,3.36,0.87
624133,Ranger Suarez,2023,22,22,129,4.18,1.42,0,3.46,0.94
624133,Ranger Suarez,2024,27,27,140,3.46,1.20,1,2.45,0.84
624133,Ranger Suarez,2025,26,26,154,3.20,1.22,0,2.17,0.80
624133,Ranger Suarez,2026,5,5,23,4.00,1.15,0,2.67,1.00
669373,Tarik Skubal,2020,8,7,28,5.63,1.22,0,3.09,2.53
669373,Tarik Skubal,2021,31,29,141,4.34,1.26,0,2.83,2.11
669373,Tarik Skubal,2022,21,21,104,3.52,1.16,0,2.45,0.69
669373,Tarik Skubal,2023,15,15,58,2.80,0.90,0,1.57,0.45
669373,Tarik Skubal,2024,31,31,142,2.39,0.92,0,1.64,0.70
669373,Tarik Skubal,2025,31,31,141,2.21,0.89,1,1.52,0.83
669373,Tarik Skubal,2026,6,6,30,2.72,0.99,0,1.49,0.25
